WEEK,COUNTRY,EVENTS
2022-02-05,Iraq,2
2022-02-12,Iraq,3
2022-02-19,Iraq,1
2022-02-26,Iraq,1
2022-03-05,Iraq,7
2022-03-12,Iraq,1
2022-03-19,Iraq,1
2022-04-09,Iraq,1
2022-04-16,Iraq,5
2022-04-23,Iraq,5
2022-04-30,Iraq,4
2022-05-07,Iraq,3
2022-05-14,Iraq,3
2022-05-21,Iraq,2
2022-06-04,Iraq,1
2022-06-11,Iraq,1
2022-06-18,Iraq,1
2022-07-09,Iraq,1
2022-07-16,Iraq,1
2022-07-23,Iraq,4
2022-07-30,Iraq,1
2022-08-06,Iraq,1
2022-08-13,Iraq,3
2022-08-20,Iraq,1
2022-09-03,Iraq,3
2022-09-10,Iraq,3
2022-09-17,Iraq,3
2022-10-15,Iraq,1
2022-10-22,Iraq,2
2022-10-29,Iraq,1
2022-11-05,Iraq,3
2022-11-12,Iraq,1
2022-12-03,Iraq,2
2022-12-10,Iraq,1
2022-12-17,Iraq,1
2023-01-07,Iraq,3
2023-01-21,Iraq,1
2023-02-18,Iraq,1
2023-03-04,Iraq,3
2023-04-08,Iraq,2
2023-04-15,Iraq,2
2023-04-29,Iraq,1
2023-05-06,Iraq,1
2023-05-20,Iraq,1
2023-06-24,Iraq,2
2023-07-29,Iraq,1
2023-08-05,Iraq,3
2023-08-19,Iraq,2
2023-08-26,Iraq,3
2023-09-02,Iraq,1
2023-10-07,Iraq,1
2023-11-11,Iraq,2
2023-12-02,Iraq,1
2023-12-16,Iraq,2
2023-12-23,Iraq,1
2024-01-13,Iraq,1
2024-01-20,Iraq,1
2024-02-03,Iraq,1
2024-02-24,Iraq,1
2024-03-16,Iraq,1
2024-03-23,Iraq,1
2024-04-13,Iraq,1
2024-04-20,Iraq,1
2024-04-27,Iraq,1
2024-05-11,Iraq,2
2024-07-06,Iraq,1
2024-08-10,Iraq,1
2024-09-14,Iraq,3
2024-11-30,Iraq,1
2024-12-14,Iraq,1
2025-02-15,Iraq,1
2025-03-01,Iraq,1
2025-03-15,Iraq,1
2025-04-05,Iraq,1
2025-05-17,Iraq,2
2025-05-24,Iraq,1
2025-06-14,Iraq,1
2025-07-26,Iraq,1
2025-09-27,Iraq,1
2020-01-04,Iraq,1
2020-03-21,Iraq,1
2020-03-28,Iraq,1
2020-04-04,Iraq,2
2020-04-18,Iraq,1
2020-04-25,Iraq,1
2020-05-02,Iraq,1
2020-05-09,Iraq,1
2020-05-30,Iraq,3
2020-06-06,Iraq,1
2020-06-13,Iraq,1
2020-06-20,Iraq,3
2020-06-27,Iraq,2
2020-07-04,Iraq,1
2020-07-25,Iraq,1
2020-08-01,Iraq,1
2020-08-08,Iraq,1
2020-08-29,Iraq,2
2020-09-19,Iraq,1
2020-09-26,Iraq,3
2020-10-03,Iraq,1
2020-11-07,Iraq,3
2020-11-28,Iraq,1
2020-12-05,Iraq,3
2021-01-23,Iraq,2
2021-02-06,Iraq,1
2021-02-13,Iraq,1
2021-02-27,Iraq,1
2021-03-06,Iraq,3
2021-03-20,Iraq,2
2021-03-27,Iraq,6
2021-04-03,Iraq,1
2021-04-10,Iraq,2
2021-05-15,Iraq,2
2021-05-29,Iraq,1
2021-06-05,Iraq,2
2021-06-12,Iraq,1
2021-08-21,Iraq,2
2021-10-02,Iraq,1
2021-11-13,Iraq,1
2021-11-20,Iraq,1
2021-11-27,Iraq,1
2021-12-04,Iraq,2
2021-12-11,Iraq,2
2021-12-18,Iraq,4
2021-12-25,Iraq,1
2022-01-08,Iraq,1
2022-01-22,Iraq,1
2022-01-29,Iraq,4
2022-02-12,Iraq,1
2022-03-05,Iraq,3
2022-04-16,Iraq,3
2022-06-11,Iraq,2
2022-07-30,Iraq,1
2022-08-20,Iraq,1
2022-09-03,Iraq,1
2022-09-24,Iraq,1
2022-10-08,Iraq,2
2022-10-22,Iraq,1
2022-11-05,Iraq,3
2022-11-19,Iraq,2
2022-12-03,Iraq,1
2023-01-14,Iraq,1
2023-01-21,Iraq,1
2023-02-18,Iraq,1
2023-03-11,Iraq,1
2023-04-01,Iraq,1
2023-05-27,Iraq,1
2023-08-05,Iraq,2
2023-08-19,Iraq,2
2023-08-26,Iraq,1
2023-09-16,Iraq,1
2023-09-23,Iraq,1
2023-10-21,Iraq,1
2023-11-25,Iraq,1
2023-12-02,Iraq,1
2024-01-20,Iraq,2
2024-04-13,Iraq,1
2024-06-22,Iraq,1
2024-07-13,Iraq,2
2024-08-24,Iraq,1
2024-09-14,Iraq,3
2024-10-05,Iraq,1
2024-10-19,Iraq,2
2024-10-26,Iraq,1
2024-11-23,Iraq,2
2024-11-30,Iraq,2
2024-12-28,Iraq,1
2025-01-25,Iraq,1
2025-02-08,Iraq,1
2025-04-12,Iraq,2
2025-04-26,Iraq,1
2025-05-17,Iraq,4
2025-09-20,Iraq,1
2020-10-31,Iraq,1
2021-10-02,Iraq,1
2020-03-14,Iraq,1
2020-03-28,Iraq,2
2020-04-04,Iraq,1
2020-04-18,Iraq,2
2020-05-09,Iraq,1
2020-05-16,Iraq,1
2020-06-20,Iraq,2
2020-06-27,Iraq,2
2020-07-11,Iraq,5
2020-07-18,Iraq,2
2020-07-25,Iraq,6
2020-08-15,Iraq,4
2020-08-22,Iraq,2
2020-08-29,Iraq,2
2020-09-05,Iraq,2
2020-09-12,Iraq,4
2020-09-19,Iraq,3
2020-09-26,Iraq,2
2020-10-03,Iraq,1
2020-10-17,Iraq,7
2020-10-24,Iraq,2
2020-10-31,Iraq,1
2020-11-07,Iraq,4
2020-11-14,Iraq,3
2020-11-21,Iraq,4
2020-11-28,Iraq,1
2020-12-12,Iraq,2
2020-12-19,Iraq,7
2020-12-26,Iraq,4
2021-01-02,Iraq,1
2021-01-09,Iraq,1
2021-01-16,Iraq,1
2021-01-23,Iraq,5
2021-01-30,Iraq,2
2021-02-06,Iraq,3
2021-02-13,Iraq,2
2021-02-27,Iraq,3
2021-03-06,Iraq,3
2021-03-13,Iraq,2
2021-03-20,Iraq,2
2021-03-27,Iraq,2
2021-04-03,Iraq,4
2021-04-10,Iraq,4
2021-04-17,Iraq,6
2021-04-24,Iraq,2
2021-05-01,Iraq,4
2021-05-08,Iraq,2
2021-05-15,Iraq,3
2021-05-22,Iraq,2
2021-05-29,Iraq,3
2021-06-05,Iraq,4
2021-06-12,Iraq,5
2021-06-19,Iraq,8
2021-06-26,Iraq,6
2021-07-03,Iraq,5
2021-07-10,Iraq,3
2021-07-24,Iraq,1
2021-07-31,Iraq,8
2021-08-07,Iraq,5
2021-08-14,Iraq,2
2021-08-21,Iraq,2
2021-09-04,Iraq,1
2021-09-25,Iraq,1
2021-10-02,Iraq,2
2021-10-16,Iraq,1
2021-10-30,Iraq,2
2021-12-11,Iraq,1
2021-12-18,Iraq,1
2022-01-08,Iraq,3
2022-01-22,Iraq,1
2022-01-29,Iraq,1
2022-02-05,Iraq,1
2022-02-12,Iraq,1
2022-02-26,Iraq,1
2022-03-05,Iraq,1
2022-03-12,Iraq,2
2022-03-26,Iraq,1
2022-04-02,Iraq,2
2022-04-09,Iraq,6
2022-04-23,Iraq,2
2022-05-07,Iraq,4
2022-06-04,Iraq,2
2022-06-18,Iraq,1
2022-06-25,Iraq,1
2022-07-02,Iraq,1
2022-07-16,Iraq,1
2022-07-30,Iraq,2
2022-08-06,Iraq,1
2022-08-13,Iraq,1
2022-08-20,Iraq,3
2022-09-10,Iraq,1
2022-10-01,Iraq,2
2022-10-29,Iraq,1
2022-11-12,Iraq,3
2022-12-03,Iraq,4
2023-01-14,Iraq,1
2023-02-18,Iraq,2
2023-03-04,Iraq,1
2023-04-01,Iraq,1
2023-04-15,Iraq,1
2023-04-29,Iraq,1
2023-06-03,Iraq,1
2023-06-17,Iraq,1
2023-07-15,Iraq,1
2023-07-22,Iraq,2
2023-07-29,Iraq,2
2023-08-12,Iraq,1
2023-09-16,Iraq,1
2023-12-02,Iraq,1
2023-12-30,Iraq,2
2024-01-06,Iraq,1
2024-03-09,Iraq,1
2024-03-23,Iraq,1
2024-05-18,Iraq,2
2024-05-25,Iraq,1
2024-06-15,Iraq,1
2024-09-14,Iraq,2
2024-10-19,Iraq,1
2024-11-09,Iraq,1
2024-11-16,Iraq,1
2024-12-21,Iraq,1
2024-12-28,Iraq,1
2025-01-04,Iraq,1
2025-02-08,Iraq,1
2025-04-12,Iraq,1
2020-01-04,Iraq,2
2020-01-11,Iraq,2
2020-01-18,Iraq,2
2020-02-01,Iraq,2
2020-02-08,Iraq,1
2020-02-29,Iraq,2
2020-03-07,Iraq,1
2020-03-14,Iraq,3
2020-03-21,Iraq,1
2020-03-28,Iraq,1
2020-04-25,Iraq,1
2020-05-02,Iraq,2
2020-05-16,Iraq,2
2020-05-30,Iraq,2
2020-06-20,Iraq,1
2020-06-27,Iraq,1
2020-07-18,Iraq,2
2020-07-25,Iraq,2
2020-08-01,Iraq,1
2020-08-08,Iraq,2
2020-08-15,Iraq,2
2020-09-19,Iraq,1
2020-10-10,Iraq,4
2020-10-24,Iraq,1
2020-11-07,Iraq,1
2020-11-21,Iraq,3
2020-11-28,Iraq,1
2020-12-12,Iraq,1
2020-12-19,Iraq,1
2021-01-02,Iraq,1
2021-01-09,Iraq,1
2021-02-20,Iraq,2
2021-02-27,Iraq,1
2021-03-13,Iraq,1
2021-04-03,Iraq,1
2021-04-17,Iraq,1
2021-04-24,Iraq,1
2021-05-01,Iraq,2
2021-05-08,Iraq,1
2021-05-22,Iraq,1
2021-06-05,Iraq,1
2021-06-12,Iraq,1
2021-06-19,Iraq,1
2021-06-26,Iraq,1
2021-07-03,Iraq,1
2021-07-17,Iraq,2
2021-07-24,Iraq,1
2021-08-07,Iraq,1
2021-08-21,Iraq,1
2021-09-11,Iraq,1
2021-09-25,Iraq,1
2021-10-02,Iraq,1
2021-10-09,Iraq,1
2021-10-30,Iraq,1
2021-11-20,Iraq,1
2022-01-22,Iraq,2
2022-02-26,Iraq,1
2022-03-12,Iraq,1
2022-04-23,Iraq,1
2022-04-30,Iraq,2
2022-05-14,Iraq,1
2022-07-09,Iraq,1
2022-07-16,Iraq,1
2022-07-30,Iraq,1
2022-08-06,Iraq,1
2022-10-08,Iraq,1
2023-04-08,Iraq,1
2023-09-23,Iraq,1
2023-12-09,Iraq,1
2024-01-20,Iraq,1
2024-10-26,Iraq,1
2025-02-22,Iraq,1
2025-06-21,Iraq,1
2021-10-16,Iraq,1
2020-09-05,Iraq,1
2020-10-17,Iraq,1
2020-10-31,Iraq,1
2020-11-28,Iraq,1
2021-03-13,Iraq,1
2021-04-03,Iraq,3
2021-06-05,Iraq,1
2021-10-16,Iraq,4
2021-10-30,Iraq,1
2021-11-20,Iraq,1
2024-08-24,Iraq,1
2025-02-15,Iraq,1
2025-04-19,Iraq,1
2025-05-31,Iraq,1
2025-07-19,Iraq,1
2025-08-16,Iraq,1
2025-08-23,Iraq,1
2025-09-20,Iraq,1
2024-11-02,Iraq,1
2024-12-28,Iraq,1
2020-10-10,Iraq,1
2021-08-07,Iraq,1
2021-08-14,Iraq,1
2023-06-10,Iraq,1
2023-07-08,Iraq,1
2024-02-10,Iraq,1
2024-03-09,Iraq,1
2024-03-23,Iraq,1
2024-05-04,Iraq,1
2024-09-21,Iraq,1
2024-10-12,Iraq,1
2024-10-26,Iraq,1
2025-04-05,Iraq,1
2020-06-13,Iraq,1
2020-06-20,Iraq,1
2020-09-12,Iraq,1
2020-09-19,Iraq,2
2020-11-21,Iraq,2
2020-12-05,Iraq,2
2021-05-08,Iraq,1
2021-10-02,Iraq,3
2021-10-09,Iraq,1
2022-01-08,Iraq,2
2022-01-29,Iraq,1
2022-02-19,Iraq,1
2022-02-26,Iraq,1
2022-04-16,Iraq,1
2022-05-14,Iraq,1
2022-07-16,Iraq,1
2022-10-01,Iraq,1
2022-10-08,Iraq,2
2023-01-07,Iraq,1
2023-01-14,Iraq,1
2023-01-21,Iraq,2
2023-01-28,Iraq,1
2023-07-08,Iraq,1
2023-07-29,Iraq,1
2023-08-12,Iraq,1
2023-08-19,Iraq,1
2023-08-26,Iraq,1
2023-12-09,Iraq,1
2023-12-30,Iraq,1
2024-01-13,Iraq,1
2024-02-24,Iraq,2
2024-06-15,Iraq,3
2024-06-29,Iraq,1
2024-08-10,Iraq,1
2024-08-24,Iraq,1
2024-09-07,Iraq,1
2024-10-26,Iraq,1
2024-11-30,Iraq,1
2024-12-28,Iraq,2
2025-01-04,Iraq,1
2025-03-01,Iraq,1
2025-06-07,Iraq,1
2025-06-28,Iraq,1
2025-08-02,Iraq,1
2025-08-23,Iraq,1
2025-09-20,Iraq,1
2020-05-30,Iraq,1
2020-07-25,Iraq,1
2020-11-07,Iraq,1
2020-11-21,Iraq,2
2020-11-28,Iraq,1
2020-12-12,Iraq,2
2020-12-26,Iraq,2
2021-01-09,Iraq,1
2021-01-16,Iraq,2
2021-01-23,Iraq,1
2021-02-06,Iraq,1
2021-02-27,Iraq,1
2021-03-27,Iraq,2
2021-04-24,Iraq,1
2021-05-01,Iraq,2
2021-05-22,Iraq,1
2021-06-26,Iraq,5
2021-07-10,Iraq,2
2021-07-31,Iraq,1
2021-08-07,Iraq,1
2021-08-28,Iraq,1
2021-09-18,Iraq,2
2021-10-16,Iraq,1
2021-11-06,Iraq,1
2021-11-20,Iraq,1
2022-01-15,Iraq,1
2022-01-29,Iraq,2
2022-02-12,Iraq,1
2022-03-26,Iraq,1
2022-04-23,Iraq,1
2022-05-07,Iraq,1
2022-05-14,Iraq,1
2022-05-28,Iraq,1
2022-06-11,Iraq,1
2022-07-09,Iraq,1
2022-07-16,Iraq,2
2022-07-23,Iraq,1
2022-09-10,Iraq,1
2022-09-17,Iraq,1
2022-09-24,Iraq,2
2022-10-29,Iraq,2
2022-12-03,Iraq,1
2022-12-24,Iraq,1
2023-01-07,Iraq,1
2023-02-25,Iraq,2
2023-03-18,Iraq,1
2023-03-25,Iraq,1
2023-05-13,Iraq,1
2023-05-27,Iraq,2
2023-06-10,Iraq,2
2023-06-17,Iraq,1
2023-07-29,Iraq,2
2023-08-05,Iraq,3
2023-08-12,Iraq,1
2023-08-19,Iraq,1
2023-09-09,Iraq,1
2023-09-23,Iraq,1
2023-10-14,Iraq,1
2023-12-09,Iraq,1
2023-12-30,Iraq,2
2024-01-13,Iraq,2
2024-01-20,Iraq,1
2024-02-17,Iraq,1
2024-02-24,Iraq,1
2024-03-09,Iraq,2
2024-03-16,Iraq,1
2024-03-30,Iraq,1
2024-04-20,Iraq,1
2024-06-29,Iraq,1
2024-07-20,Iraq,1
2024-08-17,Iraq,1
2024-08-24,Iraq,1
2024-08-31,Iraq,3
2024-09-07,Iraq,1
2024-09-14,Iraq,1
2024-09-21,Iraq,2
2024-10-05,Iraq,1
2024-10-12,Iraq,1
2024-10-19,Iraq,1
2024-10-26,Iraq,2
2024-11-09,Iraq,3
2024-11-23,Iraq,1
2024-12-14,Iraq,1
2024-12-21,Iraq,1
2024-12-28,Iraq,1
2025-01-04,Iraq,1
2025-01-11,Iraq,1
2025-01-18,Iraq,2
2025-02-08,Iraq,2
2025-02-15,Iraq,2
2025-02-22,Iraq,3
2025-03-15,Iraq,1
2025-03-22,Iraq,1
2025-03-29,Iraq,3
2025-04-05,Iraq,1
2025-04-12,Iraq,4
2025-04-19,Iraq,2
2025-04-26,Iraq,1
2025-05-03,Iraq,3
2025-05-10,Iraq,2
2025-05-17,Iraq,4
2025-05-31,Iraq,3
2025-06-21,Iraq,2
2025-06-28,Iraq,1
2025-08-09,Iraq,1
2025-09-13,Iraq,1
2025-09-20,Iraq,4
2025-09-27,Iraq,2
2025-10-18,Iraq,1
2020-01-04,Iraq,1
2020-02-15,Iraq,1
2020-03-28,Iraq,1
2020-04-25,Iraq,1
2020-05-09,Iraq,1
2020-05-16,Iraq,2
2020-05-30,Iraq,3
2020-06-13,Iraq,1
2020-06-20,Iraq,1
2020-06-27,Iraq,1
2020-07-11,Iraq,1
2020-07-18,Iraq,4
2020-07-25,Iraq,1
2020-08-15,Iraq,1
2020-08-22,Iraq,1
2020-09-05,Iraq,1
2020-10-10,Iraq,1
2020-10-17,Iraq,3
2020-11-07,Iraq,1
2020-12-12,Iraq,1
2020-12-19,Iraq,1
2021-01-09,Iraq,1
2021-01-16,Iraq,4
2021-01-23,Iraq,1
2021-02-13,Iraq,1
2021-03-13,Iraq,1
2021-03-20,Iraq,2
2021-03-27,Iraq,3
2021-04-17,Iraq,1
2021-04-24,Iraq,1
2021-05-01,Iraq,4
2021-05-08,Iraq,2
2021-05-15,Iraq,2
2021-05-22,Iraq,2
2021-06-05,Iraq,1
2021-06-12,Iraq,3
2021-06-19,Iraq,1
2021-06-26,Iraq,1
2021-07-03,Iraq,2
2021-07-17,Iraq,1
2021-07-24,Iraq,2
2021-07-31,Iraq,2
2021-08-07,Iraq,1
2021-08-14,Iraq,4
2021-08-21,Iraq,5
2021-08-28,Iraq,2
2021-09-18,Iraq,1
2021-09-25,Iraq,4
2021-10-09,Iraq,1
2021-10-16,Iraq,1
2021-10-23,Iraq,1
2021-11-06,Iraq,2
2022-01-15,Iraq,1
2022-02-05,Iraq,1
2022-02-12,Iraq,1
2022-02-19,Iraq,1
2022-02-26,Iraq,1
2022-03-12,Iraq,1
2022-03-26,Iraq,3
2022-04-02,Iraq,1
2022-04-16,Iraq,1
2022-04-23,Iraq,1
2022-05-07,Iraq,1
2022-05-14,Iraq,2
2022-05-21,Iraq,1
2022-05-28,Iraq,2
2022-06-18,Iraq,1
2022-06-25,Iraq,1
2022-07-23,Iraq,1
2022-08-06,Iraq,2
2022-08-13,Iraq,1
2022-09-10,Iraq,3
2022-09-17,Iraq,1
2022-09-24,Iraq,1
2022-11-12,Iraq,1
2022-11-19,Iraq,2
2023-02-11,Iraq,2
2023-02-18,Iraq,1
2023-02-25,Iraq,2
2023-03-18,Iraq,2
2023-04-08,Iraq,1
2023-04-15,Iraq,1
2023-09-23,Iraq,1
2023-09-30,Iraq,1
2023-11-04,Iraq,1
2023-11-11,Iraq,1
2023-11-18,Iraq,1
2023-11-25,Iraq,1
2024-01-20,Iraq,1
2024-03-16,Iraq,1
2024-04-13,Iraq,1
2024-04-20,Iraq,1
2024-05-25,Iraq,1
2024-06-22,Iraq,1
2024-08-17,Iraq,3
2024-11-23,Iraq,1
2024-11-30,Iraq,1
2024-12-14,Iraq,1
2025-01-18,Iraq,2
2025-02-08,Iraq,1
2025-02-15,Iraq,2
2025-03-01,Iraq,2
2025-03-08,Iraq,3
2025-03-15,Iraq,3
2025-04-12,Iraq,2
2025-04-19,Iraq,1
2025-05-17,Iraq,1
2025-08-23,Iraq,1
2025-08-30,Iraq,1
2025-09-06,Iraq,1
2025-09-13,Iraq,1
2020-08-29,Iraq,1
2020-11-07,Iraq,1
2021-01-09,Iraq,1
2021-12-11,Iraq,1
2022-02-12,Iraq,1
2024-05-18,Iraq,1
2024-05-25,Iraq,1
2024-06-08,Iraq,1
2024-07-27,Iraq,1
2024-08-24,Iraq,2
2024-09-14,Iraq,1
2024-09-21,Iraq,1
2024-10-05,Iraq,2
2025-05-17,Iraq,1
2020-11-14,Iraq,1
2021-03-20,Iraq,1
2022-01-22,Iraq,1
2022-11-19,Iraq,1
2023-01-14,Iraq,4
2023-02-04,Iraq,1
2023-06-03,Iraq,1
2024-02-24,Iraq,1
2020-01-18,Iraq,1
2020-01-25,Iraq,1
2020-02-22,Iraq,1
2020-04-25,Iraq,1
2020-05-09,Iraq,2
2020-07-18,Iraq,1
2020-08-29,Iraq,2
2020-09-05,Iraq,2
2020-10-10,Iraq,1
2020-10-17,Iraq,1
2020-10-24,Iraq,2
2020-11-07,Iraq,1
2020-11-21,Iraq,2
2020-11-28,Iraq,2
2021-01-02,Iraq,2
2021-03-06,Iraq,1
2021-04-17,Iraq,6
2021-07-03,Iraq,2
2021-07-31,Iraq,1
2021-08-07,Iraq,4
2021-09-25,Iraq,1
2021-10-30,Iraq,3
2021-11-06,Iraq,1
2021-11-27,Iraq,1
2022-01-01,Iraq,1
2022-01-15,Iraq,1
2022-04-16,Iraq,1
2022-05-14,Iraq,1
2022-05-21,Iraq,1
2022-07-02,Iraq,1
2022-07-16,Iraq,1
2022-07-30,Iraq,2
2022-08-06,Iraq,1
2022-12-10,Iraq,2
2022-12-17,Iraq,1
2023-03-04,Iraq,2
2023-03-11,Iraq,1
2023-04-08,Iraq,1
2023-05-13,Iraq,1
2023-09-16,Iraq,1
2024-07-06,Iraq,1
2024-07-20,Iraq,1
2024-08-17,Iraq,1
2025-01-18,Iraq,1
2025-04-05,Iraq,1
2025-04-19,Iraq,1
2025-05-31,Iraq,1
2025-06-07,Iraq,1
2025-06-28,Iraq,1
2025-08-16,Iraq,1
2025-10-04,Iraq,1
2020-01-18,Iraq,1
2020-01-25,Iraq,1
2020-03-07,Iraq,1
2020-05-23,Iraq,1
2020-06-06,Iraq,2
2020-06-27,Iraq,1
2020-07-11,Iraq,2
2020-07-18,Iraq,1
2020-07-25,Iraq,1
2020-08-01,Iraq,3
2020-08-22,Iraq,2
2020-09-05,Iraq,1
2020-09-12,Iraq,1
2020-10-24,Iraq,3
2020-10-31,Iraq,1
2020-12-12,Iraq,1
2020-12-19,Iraq,1
2020-12-26,Iraq,1
2021-01-02,Iraq,1
2021-03-06,Iraq,1
2021-03-13,Iraq,1
2021-03-20,Iraq,3
2021-03-27,Iraq,1
2021-04-03,Iraq,1
2021-04-17,Iraq,2
2021-04-24,Iraq,1
2021-05-08,Iraq,5
2021-05-15,Iraq,1
2021-05-29,Iraq,1
2021-06-05,Iraq,2
2021-06-12,Iraq,1
2021-06-19,Iraq,1
2021-07-03,Iraq,2
2021-07-17,Iraq,1
2021-07-31,Iraq,2
2021-08-07,Iraq,4
2021-08-21,Iraq,1
2021-08-28,Iraq,1
2021-09-11,Iraq,1
2021-09-25,Iraq,1
2021-10-02,Iraq,1
2021-10-09,Iraq,1
2021-10-16,Iraq,1
2021-10-23,Iraq,2
2021-11-27,Iraq,2
2021-12-04,Iraq,1
2022-01-08,Iraq,1
2022-01-15,Iraq,1
2022-01-22,Iraq,1
2022-01-29,Iraq,2
2022-02-05,Iraq,1
2022-02-12,Iraq,2
2022-02-19,Iraq,1
2022-02-26,Iraq,1
2022-03-19,Iraq,1
2022-04-09,Iraq,1
2022-04-16,Iraq,3
2022-04-23,Iraq,1
2022-04-30,Iraq,1
2022-05-07,Iraq,2
2022-05-28,Iraq,1
2022-06-18,Iraq,1
2022-06-25,Iraq,1
2022-07-30,Iraq,1
2022-08-13,Iraq,2
2022-09-17,Iraq,2
2022-09-24,Iraq,1
2022-10-15,Iraq,1
2022-10-29,Iraq,1
2022-11-05,Iraq,1
2022-12-10,Iraq,1
2022-12-17,Iraq,1
2022-12-31,Iraq,2
2023-02-25,Iraq,2
2023-03-04,Iraq,1
2023-03-11,Iraq,1
2023-03-25,Iraq,2
2023-04-01,Iraq,1
2023-04-08,Iraq,3
2023-04-15,Iraq,1
2023-04-22,Iraq,2
2023-04-29,Iraq,4
2023-05-13,Iraq,2
2023-05-20,Iraq,2
2023-05-27,Iraq,2
2023-06-10,Iraq,2
2023-06-17,Iraq,3
2023-06-24,Iraq,3
2023-07-01,Iraq,2
2023-07-08,Iraq,4
2023-07-15,Iraq,2
2023-09-16,Iraq,2
2023-09-23,Iraq,4
2023-09-30,Iraq,1
2023-10-07,Iraq,2
2023-10-14,Iraq,5
2023-10-21,Iraq,3
2023-10-28,Iraq,3
2023-11-04,Iraq,3
2023-11-18,Iraq,2
2023-11-25,Iraq,1
2023-12-16,Iraq,2
2023-12-23,Iraq,1
2023-12-30,Iraq,1
2024-01-06,Iraq,1
2024-01-20,Iraq,1
2024-02-03,Iraq,1
2024-02-17,Iraq,1
2024-03-02,Iraq,3
2024-03-09,Iraq,1
2024-03-16,Iraq,1
2024-03-30,Iraq,1
2024-05-04,Iraq,1
2024-05-11,Iraq,1
2024-06-08,Iraq,1
2024-06-22,Iraq,2
2024-07-06,Iraq,1
2024-07-27,Iraq,1
2024-08-03,Iraq,3
2024-08-17,Iraq,2
2024-08-24,Iraq,3
2024-08-31,Iraq,3
2024-09-14,Iraq,1
2024-09-28,Iraq,1
2024-10-05,Iraq,2
2024-11-02,Iraq,1
2024-11-09,Iraq,2
2024-11-16,Iraq,1
2024-11-23,Iraq,3
2024-11-30,Iraq,1
2024-12-21,Iraq,1
2024-12-28,Iraq,1
2025-01-04,Iraq,1
2025-03-15,Iraq,2
2025-03-22,Iraq,1
2025-03-29,Iraq,1
2025-04-05,Iraq,2
2025-04-19,Iraq,1
2025-05-03,Iraq,1
2025-05-17,Iraq,2
2025-05-31,Iraq,2
2025-06-07,Iraq,1
2025-06-21,Iraq,1
2025-06-28,Iraq,1
2025-07-05,Iraq,1
2025-08-16,Iraq,2
2025-08-23,Iraq,1
2025-08-30,Iraq,2
2025-09-06,Iraq,3
2025-09-13,Iraq,1
2025-09-20,Iraq,1
2025-10-11,Iraq,1
2025-10-18,Iraq,1
2025-06-14,Iraq,3
2025-06-21,Iraq,3
2020-02-01,Iraq,1
2020-04-18,Iraq,1
2021-02-20,Iraq,1
2021-02-27,Iraq,2
2021-03-27,Iraq,1
2021-04-03,Iraq,1
2021-06-12,Iraq,2
2021-06-19,Iraq,1
2021-07-24,Iraq,1
2021-09-11,Iraq,2
2021-11-13,Iraq,1
2022-03-05,Iraq,1
2022-04-02,Iraq,1
2022-05-07,Iraq,1
2022-06-11,Iraq,1
2022-09-17,Iraq,1
2022-10-22,Iraq,1
2022-12-17,Iraq,1
2022-12-31,Iraq,1
2023-02-18,Iraq,2
2023-02-25,Iraq,2
2023-03-04,Iraq,1
2023-03-11,Iraq,1
2023-03-18,Iraq,2
2023-04-08,Iraq,1
2023-04-22,Iraq,2
2023-05-13,Iraq,1
2023-06-10,Iraq,1
2023-09-02,Iraq,2
2023-09-09,Iraq,1
2023-09-16,Iraq,1
2023-10-07,Iraq,1
2023-10-14,Iraq,2
2023-11-25,Iraq,2
2024-03-30,Iraq,1
2024-12-21,Iraq,1
2025-09-06,Iraq,1
2020-01-04,Iraq,1
2020-01-11,Iraq,1
2020-01-18,Iraq,3
2020-02-15,Iraq,4
2020-02-29,Iraq,1
2020-05-23,Iraq,2
2020-06-06,Iraq,1
2020-07-18,Iraq,1
2020-08-01,Iraq,1
2020-08-08,Iraq,3
2020-08-15,Iraq,4
2020-08-29,Iraq,1
2020-09-19,Iraq,1
2020-09-26,Iraq,1
2020-10-03,Iraq,1
2020-11-21,Iraq,1
2020-11-28,Iraq,4
2020-12-12,Iraq,1
2020-12-19,Iraq,5
2021-01-02,Iraq,2
2021-01-09,Iraq,1
2021-01-16,Iraq,2
2021-01-23,Iraq,2
2021-02-06,Iraq,3
2021-02-13,Iraq,3
2021-02-20,Iraq,1
2021-03-06,Iraq,1
2021-03-20,Iraq,2
2021-03-27,Iraq,2
2021-04-03,Iraq,1
2021-04-10,Iraq,4
2021-04-17,Iraq,3
2021-04-24,Iraq,1
2021-05-15,Iraq,2
2021-05-22,Iraq,3
2021-05-29,Iraq,2
2021-06-12,Iraq,3
2021-07-03,Iraq,1
2021-07-10,Iraq,3
2021-07-24,Iraq,3
2021-07-31,Iraq,1
2021-08-07,Iraq,1
2021-08-14,Iraq,2
2021-08-21,Iraq,1
2021-09-25,Iraq,2
2021-10-02,Iraq,1
2021-10-09,Iraq,2
2021-10-16,Iraq,2
2021-11-13,Iraq,3
2021-12-11,Iraq,2
2022-01-01,Iraq,1
2022-01-29,Iraq,1
2022-02-19,Iraq,3
2022-03-05,Iraq,1
2022-03-12,Iraq,2
2022-03-19,Iraq,1
2022-03-26,Iraq,2
2022-04-02,Iraq,1
2022-04-09,Iraq,1
2022-05-14,Iraq,2
